"ExpsampleID","BiosampleID","ExperimentID","ReagentID","TreatmentID","filename","CompFiles","ExpsampleName","ExpsampleDescription","AdditionalResults","StudyID","protocolIDs","SubjectID","PlannedVisitID","Type","Subtype","BiosampleName","BiosampleDescription","StudyTimeCollected","StudyTimeCollectedUnit","StudyTimeToEvent","StudyTimeToEventSpecify","ExperimentName","ExperimentDescription","MeasurementTechnique"
"ILT_03-INF018-Ctrl_Antibody","INF018","ILT_03","AntibodyPanel","ICS_Media","DTR_2023_ILT_03-INF018-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF018","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF018-Ctrl_Tetramer","INF018","ILT_03","TetramerPanel","ICS_Media","DTR_2023_ILT_03-INF018-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF018","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF018-Ctrl_Unstained","INF018","ILT_03","Unstained","ICS_Media","DTR_2023_ILT_03-INF018-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF018","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF018-PMA_Antibody","INF018","ILT_03","AntibodyPanel","ICS_PMA","DTR_2023_ILT_03-INF018-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF018","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF018-PMA_Unstained","INF018","ILT_03","Unstained","ICS_Media","DTR_2023_ILT_03-INF018-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF018","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF100-Ctrl_Antibody","INF100","ILT_03","AntibodyPanel","ICS_Media","DTR_2023_ILT_03-INF100-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF100","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF100-Ctrl_Tetramer","INF100","ILT_03","TetramerPanel","ICS_Media","DTR_2023_ILT_03-INF100-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF100","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF100-Ctrl_Unstained","INF100","ILT_03","Unstained","ICS_Media","DTR_2023_ILT_03-INF100-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF100","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF100-PMA_Antibody","INF100","ILT_03","AntibodyPanel","ICS_PMA","DTR_2023_ILT_03-INF100-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF100","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF100-PMA_Unstained","INF100","ILT_03","Unstained","ICS_Media","DTR_2023_ILT_03-INF100-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF100","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF134-Ctrl_Antibody","INF134","ILT_03","AntibodyPanel","ICS_Media","DTR_2023_ILT_03-INF134-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF134","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
"ILT_03-INF134-Ctrl_Tetramer","INF134","ILT_03","TetramerPanel","ICS_Media","DTR_2023_ILT_03-INF134-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF134","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_03","","Spectral Flow Cytometry"
