"ExpsampleID","BiosampleID","ExperimentID","ReagentID","TreatmentID","filename","CompFiles","ExpsampleName","ExpsampleDescription","AdditionalResults","StudyID","protocolIDs","SubjectID","PlannedVisitID","Type","Subtype","BiosampleName","BiosampleDescription","StudyTimeCollected","StudyTimeCollectedUnit","StudyTimeToEvent","StudyTimeToEventSpecify","ExperimentName","ExperimentDescription","MeasurementTechnique"
"ILT_07-INF185-Ctrl_Antibody","INF185","ILT_07","AntibodyPanel","ICS_Media","DTR_2023_ILT_07-INF185-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF185","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF185-Ctrl_Tetramer","INF185","ILT_07","TetramerPanel","ICS_Media","DTR_2023_ILT_07-INF185-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF185","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF185-Ctrl_Unstained","INF185","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF185-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF185","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF185-PMA_Antibody","INF185","ILT_07","AntibodyPanel","ICS_PMA","DTR_2023_ILT_07-INF185-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF185","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF185-PMA_Unstained","INF185","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF185-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF185","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF229-Ctrl_Antibody","INF229","ILT_07","AntibodyPanel","ICS_Media","DTR_2023_ILT_07-INF229-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF229","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF229-Ctrl_Tetramer","INF229","ILT_07","TetramerPanel","ICS_Media","DTR_2023_ILT_07-INF229-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF229","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF229-Ctrl_Unstained","INF229","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF229-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF229","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF229-PMA_Antibody","INF229","ILT_07","AntibodyPanel","ICS_PMA","DTR_2023_ILT_07-INF229-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF229","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF229-PMA_Unstained","INF229","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF229-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF229","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-Ctrl_Antibody","INF587","ILT_07","AntibodyPanel","ICS_Media","DTR_2023_ILT_07-INF587-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-Ctrl_Tetramer","INF587","ILT_07","TetramerPanel","ICS_Media","DTR_2023_ILT_07-INF587-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-Ctrl_TetramerControl","INF587","ILT_07","TetramerControlPanel","ICS_Media","DTR_2023_ILT_07-INF587-Ctrl_TetramerControl.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-Ctrl_Unstained","INF587","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF587-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-PMA_Antibody","INF587","ILT_07","AntibodyPanel","ICS_PMA","DTR_2023_ILT_07-INF587-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF587-PMA_Unstained","INF587","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF587-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF587","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF759-Ctrl_Antibody","INF759","ILT_07","AntibodyPanel","ICS_Media","DTR_2023_ILT_07-INF759-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF759","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF759-Ctrl_Tetramer","INF759","ILT_07","TetramerPanel","ICS_Media","DTR_2023_ILT_07-INF759-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF759","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF759-Ctrl_Unstained","INF759","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF759-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF759","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF759-PMA_Antibody","INF759","ILT_07","AntibodyPanel","ICS_PMA","DTR_2023_ILT_07-INF759-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF759","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-INF759-PMA_Unstained","INF759","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-INF759-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF759","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND006_v7-Ctrl_Unstained","ND006","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-ND006_v7-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND006_v7-PMA_Unstained","ND006","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-ND006_v7-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND050_v7-Ctrl_Antibody","ND050","ILT_07","AntibodyPanel","ICS_Media","DTR_2023_ILT_07-ND050_v7-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND050_v7-Ctrl_Tetramer","ND050","ILT_07","TetramerPanel","ICS_Media","DTR_2023_ILT_07-ND050_v7-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND050_v7-Ctrl_Unstained","ND050","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-ND050_v7-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND050_v7-PMA_Antibody","ND050","ILT_07","AntibodyPanel","ICS_PMA","DTR_2023_ILT_07-ND050_v7-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-ND050_v7-PMA_Unstained","ND050","ILT_07","Unstained","ICS_Media","DTR_2023_ILT_07-ND050_v7-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-Reference Group-DR_CCR4 BUV615 (Cells)","ND006","ILT_07","BUV615 CD194","ICS_Media","DTR_2023_ILT_07-Reference Group-DR_CCR4 BUV615 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
"ILT_07-Reference Group-DR_CCR6 BV786 (Cells)","ND006","ILT_07","BV786 CD196","ICS_Media","DTR_2023_ILT_07-Reference Group-DR_CCR6 BV786 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_07","","Spectral Flow Cytometry"
