"ExpsampleID","BiosampleID","ExperimentID","ReagentID","TreatmentID","filename","CompFiles","ExpsampleName","ExpsampleDescription","AdditionalResults","StudyID","protocolIDs","SubjectID","PlannedVisitID","Type","Subtype","BiosampleName","BiosampleDescription","StudyTimeCollected","StudyTimeCollectedUnit","StudyTimeToEvent","StudyTimeToEventSpecify","ExperimentName","ExperimentDescription","MeasurementTechnique"
"ILT_10-INF665-Ctrl_Antibody","INF665","ILT_10","AntibodyPanel","ICS_Media","DTR_2023_ILT_10-INF665-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF665","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF665-Ctrl_Tetramer","INF665","ILT_10","TetramerPanel","ICS_Media","DTR_2023_ILT_10-INF665-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF665","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF665-Ctrl_Unstained","INF665","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF665-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF665","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF665-PMA_Antibody","INF665","ILT_10","AntibodyPanel","ICS_PMA","DTR_2023_ILT_10-INF665-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF665","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF665-PMA_Unstained","INF665","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF665-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF665","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF718-Ctrl_Antibody","INF718","ILT_10","AntibodyPanel","ICS_Media","DTR_2023_ILT_10-INF718-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF718","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF718-Ctrl_Tetramer","INF718","ILT_10","TetramerPanel","ICS_Media","DTR_2023_ILT_10-INF718-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF718","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF718-Ctrl_Unstained","INF718","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF718-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF718","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF718-PMA_Antibody","INF718","ILT_10","AntibodyPanel","ICS_PMA","DTR_2023_ILT_10-INF718-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF718","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF718-PMA_Unstained","INF718","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF718-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF718","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-Ctrl_Antibody","INF809","ILT_10","AntibodyPanel","ICS_Media","DTR_2023_ILT_10-INF809-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-Ctrl_Tetramer","INF809","ILT_10","TetramerPanel","ICS_Media","DTR_2023_ILT_10-INF809-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-Ctrl_TetramerControl","INF809","ILT_10","TetramerControlPanel","ICS_Media","DTR_2023_ILT_10-INF809-Ctrl_TetramerControl.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-Ctrl_Unstained","INF809","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF809-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-PMA_Antibody","INF809","ILT_10","AntibodyPanel","ICS_PMA","DTR_2023_ILT_10-INF809-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-INF809-PMA_Unstained","INF809","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-INF809-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","INF809","plannedvisit_1716_1","Cord blood","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND006_10-Ctrl_Unstained","ND006","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-ND006_10-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND006_10-PMA_Unstained","ND006","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-ND006_10-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND050_10-Ctrl_Antibody","ND050","ILT_10","AntibodyPanel","ICS_Media","DTR_2023_ILT_10-ND050_10-Ctrl_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND050_10-Ctrl_Tetramer","ND050","ILT_10","TetramerPanel","ICS_Media","DTR_2023_ILT_10-ND050_10-Ctrl_Tetramer.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND050_10-Ctrl_Unstained","ND050","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-ND050_10-Ctrl_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND050_10-PMA_Antibody","ND050","ILT_10","AntibodyPanel","ICS_PMA","DTR_2023_ILT_10-ND050_10-PMA_Antibody.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-ND050_10-PMA_Unstained","ND050","ILT_10","Unstained","ICS_Media","DTR_2023_ILT_10-ND050_10-PMA_Unstained.fcs","","","","","study_1716","protocol_1716_1","ND050","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CCR4 BUV615 (Cells)","ND006","ILT_10","BUV615 CD194","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CCR4 BUV615 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CCR6 BV786 (Cells)","ND006","ILT_10","BV786 CD196","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CCR6 BV786 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CCR7 BV650 (Cells)","ND006","ILT_10","BV650 CD197","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CCR7 BV650 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD107a APC-R700 (Cells)","ND006","ILT_10","APC-R700 CD107a","ICS_PMA","DTR_2023_ILT_10-Reference Group-DR_CD107a APC-R700 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD127 BV421 (Cells)","ND006","ILT_10","BV421 CD127","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD127 BV421 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD16 APC (Cells)","ND006","ILT_10","APC CD16","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD16 APC (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD161 BV480 (Cells)","ND006","ILT_10","BV480 CD161","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD161 BV480 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD25 PE-Cy5 (Cells)","ND006","ILT_10","PE-Cy5 CD25","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD25 PE-Cy5 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD26 PerCP-Cy5.5 (Cells)","ND006","ILT_10","PerCP-Cy5.5 CD26","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD26 PerCP-Cy5.5 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD27 APC-Fire 750 (Cells)","ND006","ILT_10","APC-Fire 750 CD27","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD27 APC-Fire 750 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD3 Alexa Fluor 488 (Cells)","ND006","ILT_10","Alexa Fluor 488 CD3","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD3 Alexa Fluor 488 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD3 Alexa Fluor 647 (Cells)","ND006","ILT_10","Alexa Fluor 647 CD3","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD3 Alexa Fluor 647 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD3 FITC (Cells)","ND006","ILT_10","FITC CD3","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD3 FITC (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
"ILT_10-Reference Group-DR_CD3 Spark Blue 550 (Cells)","ND006","ILT_10","Spark Blue 550 CD3","ICS_Media","DTR_2023_ILT_10-Reference Group-DR_CD3 Spark Blue 550 (Cells).fcs","","","","","study_1716","protocol_1716_1","ND006","plannedvisit_1716_1","PBMC","","","","0","Days","Not Specified","","ILT_10","","Spectral Flow Cytometry"
